event_id,facility_id,floor,zone,event_type,severity,source,description,timestamp
472,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0086 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-23 11:57:00
473,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0053 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-23 13:19:00
474,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0043 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-23 13:39:00
475,1,3,Meeting Room 3,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected camera offline (confidence 0.95),2025-12-23 13:56:00
476,1,1,Conference Room,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0040 denied entry at Conference Room (door DOOR-F1-ConferenceRoom),2025-12-23 13:56:00
477,1,1,Conference Room,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected object left unattended (confidence 0.57),2025-12-23 14:56:00
478,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0007 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-23 15:32:00
479,1,1,Conference Room,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected motion detected (confidence 0.71),2025-12-23 17:57:00
480,1,1,Office C,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected camera offline (confidence 0.71),2025-12-23 18:33:00
481,1,1,Lobby,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Lobby detected loitering (confidence 0.94),2025-12-23 18:45:00
482,1,1,Office D,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeD detected loitering (confidence 0.9),2025-12-23 20:48:00
483,1,1,Office C,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected loitering (confidence 0.62),2025-12-23 21:07:00
484,1,1,Office D,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-OfficeD detected tailgating (confidence 0.77),2025-12-24 06:21:00
485,1,2,Office F,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0028 denied entry at Office F (door DOOR-F2-OfficeF),2025-12-24 06:40:00
486,1,3,Office G,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeG detected loitering (confidence 0.58),2025-12-24 07:10:00
487,1,3,Break Area,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F3-BreakArea detected camera offline (confidence 0.89),2025-12-24 07:20:00
488,1,2,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F2-Storage detected motion detected (confidence 0.68),2025-12-24 07:20:00
489,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0009 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-24 07:29:00
490,1,1,Office C,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected object left unattended (confidence 0.67),2025-12-24 07:54:00
491,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0053 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 08:19:00
492,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0028 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 09:30:00
493,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0014 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 09:48:00
494,1,1,Cafeteria,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0006 denied entry at Cafeteria (door DOOR-F1-Cafeteria),2025-12-24 10:00:00
495,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0029 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-24 10:10:00
496,1,2,Office E,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F2-OfficeE detected camera offline (confidence 0.9),2025-12-24 10:16:00
497,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0015 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 10:45:00
498,1,1,Conference Room,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected camera offline (confidence 0.87),2025-12-24 11:00:00
499,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0024 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-24 11:20:00
500,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0021 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 11:23:00
501,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0011 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 11:50:00
502,1,1,Office D,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeD detected object left unattended (confidence 0.58),2025-12-24 11:51:00
503,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0022 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 12:19:00
504,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0054 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-24 12:23:00
505,1,1,Meeting Room 1,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-MeetingRoom1 detected object left unattended (confidence 0.72),2025-12-24 14:13:00
506,1,2,Mobile Zone,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected loitering (confidence 0.72),2025-12-24 16:28:00
507,1,2,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0034 denied entry at Storage (door DOOR-F2-Storage),2025-12-24 17:10:00
508,1,3,Project Room,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-ProjectRoom detected object left unattended (confidence 0.98),2025-12-24 17:14:00
509,1,2,Meeting Room 2,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-MeetingRoom2 detected tailgating (confidence 0.87),2025-12-24 20:35:00
510,1,2,Office F,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F2-OfficeF detected object left unattended (confidence 0.69),2025-12-24 20:39:00
511,1,1,Office C,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-OfficeC detected tailgating (confidence 0.85),2025-12-24 23:04:00
512,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.88),2025-12-25 07:12:00
513,1,3,Office I,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F3-OfficeI detected camera offline (confidence 0.85),2025-12-25 07:34:00
514,1,2,Office F,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0052 denied entry at Office F (door DOOR-F2-OfficeF),2025-12-25 08:12:00
515,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0006 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-25 08:25:00
516,1,2,Mobile Zone,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected object left unattended (confidence 0.56),2025-12-25 08:25:00
517,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0042 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-25 09:02:00
518,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0034 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-25 09:14:00
519,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0083 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-25 10:20:00
520,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0018 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-25 10:33:00
521,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0080 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-25 10:45:00
522,1,3,Meeting Room 3,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected loitering (confidence 0.88),2025-12-25 11:02:00
523,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0046 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-25 11:25:00
524,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0052 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-25 12:10:00
525,1,3,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0044 denied entry at Common Area (door DOOR-F3-CommonArea),2025-12-25 13:12:00
526,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0029 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-25 13:14:00
527,1,3,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0087 denied entry at Common Area (door DOOR-F3-CommonArea),2025-12-25 14:24:00
528,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0074 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-25 14:50:00
529,1,1,Lobby,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-Lobby detected object left unattended (confidence 0.97),2025-12-25 15:01:00
530,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0061 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-25 15:07:00
531,1,2,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0069 denied entry at Storage (door DOOR-F2-Storage),2025-12-25 15:24:00
532,1,2,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-CommonArea detected tailgating (confidence 0.77),2025-12-25 20:32:00
533,1,3,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-CommonArea detected tailgating (confidence 0.72),2025-12-26 00:23:00
534,1,2,Mobile Zone,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-MobileZone detected tailgating (confidence 0.56),2025-12-26 06:14:00
535,1,1,Conference Room,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F1-ConferenceRoom detected tailgating (confidence 0.97),2025-12-26 06:55:00
536,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0066 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-26 07:32:00
537,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0004 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-26 07:43:00
538,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0018 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-26 08:05:00
539,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0019 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-26 08:45:00
540,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0028 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-26 08:56:00
541,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0069 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-26 09:05:00
542,1,2,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0054 denied entry at Common Area (door DOOR-F2-CommonArea),2025-12-26 09:40:00
543,1,3,Office I,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0025 denied entry at Office I (door DOOR-F3-OfficeI),2025-12-26 09:59:00
544,1,1,Meeting Room 1,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0009 denied entry at Meeting Room 1 (door DOOR-F1-MeetingRoom1),2025-12-26 10:02:00
545,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0074 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-26 10:52:00
546,1,3,Office H,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-OfficeH detected object left unattended (confidence 0.69),2025-12-26 11:02:00
547,1,1,Office C,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected object left unattended (confidence 0.84),2025-12-26 11:38:00
548,1,2,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0015 denied entry at Common Area (door DOOR-F2-CommonArea),2025-12-26 12:27:00
549,1,1,Office A,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeA detected object left unattended (confidence 0.79),2025-12-26 12:56:00
550,1,1,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0027 denied entry at Storage (door DOOR-F1-Storage),2025-12-26 13:19:00
551,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0033 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-26 13:54:00
552,1,2,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-CommonArea detected loitering (confidence 0.86),2025-12-26 16:15:00
553,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0087 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-26 16:48:00
554,1,3,Office H,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeH detected loitering (confidence 0.99),2025-12-26 20:07:00
555,1,2,Meeting Room 2,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MeetingRoom2 detected loitering (confidence 0.73),2025-12-26 20:18:00
556,1,1,Meeting Room 1,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-MeetingRoom1 detected camera offline (confidence 0.79),2025-12-26 20:57:00
557,1,1,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-Storage detected loitering (confidence 0.78),2025-12-27 02:14:00
558,1,1,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-Storage detected loitering (confidence 0.6),2025-12-27 03:26:00
559,1,2,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-CommonArea detected tailgating (confidence 0.62),2025-12-27 06:28:00
560,1,1,Conference Room,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-ConferenceRoom detected loitering (confidence 0.87),2025-12-27 08:50:00
561,1,3,Meeting Room 3,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0023 denied entry at Meeting Room 3 (door DOOR-F3-MeetingRoom3),2025-12-27 11:14:00
562,1,2,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0046 denied entry at Storage (door DOOR-F2-Storage),2025-12-27 12:33:00
563,1,3,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0027 accessed Storage outside working hours,2025-12-27 12:57:00
564,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0069 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-27 13:04:00
565,1,1,Office C,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected loitering (confidence 0.85),2025-12-27 14:02:00
566,1,3,Meeting Room 3,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected camera offline (confidence 0.91),2025-12-27 14:02:00
567,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0023 accessed Storage outside working hours,2025-12-27 14:50:00
568,1,3,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0070 accessed Storage outside working hours,2025-12-27 14:55:00
569,1,1,Cafeteria,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-Cafeteria detected object left unattended (confidence 0.63),2025-12-27 15:25:00
570,1,1,Conference Room,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F1-ConferenceRoom detected tailgating (confidence 0.58),2025-12-27 15:28:00
571,1,2,Office E,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-OfficeE detected tailgating (confidence 0.85),2025-12-27 15:42:00
572,1,3,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0008 accessed Storage outside working hours,2025-12-27 19:35:00
573,1,2,Office F,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F2-OfficeF detected object left unattended (confidence 0.55),2025-12-27 20:02:00
574,1,3,Office G,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeG detected loitering (confidence 0.83),2025-12-27 22:08:00
575,1,1,Office A,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeA detected loitering (confidence 0.71),2025-12-27 22:43:00
576,1,2,Meeting Room 2,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-MeetingRoom2 detected tailgating (confidence 0.84),2025-12-28 00:31:00
577,1,2,Mobile Zone,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected loitering (confidence 0.85),2025-12-28 03:25:00
578,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0016 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-28 10:06:00
579,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0067 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-28 10:12:00
580,1,1,Lobby,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-Lobby detected tailgating (confidence 0.85),2025-12-28 10:13:00
581,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.68),2025-12-28 10:17:00
582,1,1,Meeting Room 1,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-MeetingRoom1 detected tailgating (confidence 0.85),2025-12-28 10:55:00
583,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0036 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-28 11:02:00
584,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0057 accessed Conference Room outside working hours,2025-12-28 11:06:00
585,1,2,Office F,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0069 denied entry at Office F (door DOOR-F2-OfficeF),2025-12-28 11:35:00
586,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0042 accessed Conference Room outside working hours,2025-12-28 12:31:00
587,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0058 accessed Storage outside working hours,2025-12-28 12:46:00
588,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0025 accessed Storage outside working hours,2025-12-28 12:55:00
589,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0036 accessed Conference Room outside working hours,2025-12-28 13:30:00
590,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.74),2025-12-28 13:43:00
591,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0035 accessed Storage outside working hours,2025-12-28 13:46:00
592,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0028 accessed Storage outside working hours,2025-12-28 14:27:00
593,1,1,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0010 denied entry at Storage (door DOOR-F1-Storage),2025-12-28 16:51:00
594,1,3,Project Room,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-ProjectRoom detected loitering (confidence 0.71),2025-12-28 17:54:00
595,1,3,Common Area,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-CommonArea detected object left unattended (confidence 0.62),2025-12-28 18:38:00
596,1,3,Meeting Room 3,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected object left unattended (confidence 0.81),2025-12-28 19:31:00
597,1,1,Office B,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeB detected loitering (confidence 0.9),2025-12-29 00:02:00
598,1,2,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0018 denied entry at Common Area (door DOOR-F2-CommonArea),2025-12-29 06:02:00
599,1,2,Mobile Zone,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected loitering (confidence 0.98),2025-12-29 07:08:00
600,1,2,Storage,CCTV_CROWD_DETECTED,MEDIUM,CCTV,Camera CAM-F2-Storage detected crowd detected (confidence 0.6),2025-12-29 07:18:00
601,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0059 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-29 08:36:00
602,1,3,Break Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0050 denied entry at Break Area (door DOOR-F3-BreakArea),2025-12-29 08:39:00
603,1,3,Meeting Room 3,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0074 denied entry at Meeting Room 3 (door DOOR-F3-MeetingRoom3),2025-12-29 09:07:00
604,1,1,Conference Room,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected motion detected (confidence 0.56),2025-12-29 09:46:00
605,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0031 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-29 10:20:00
606,1,3,Break Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0054 denied entry at Break Area (door DOOR-F3-BreakArea),2025-12-29 10:22:00
607,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0012 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-29 10:29:00
608,1,1,Office C,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected object left unattended (confidence 0.7),2025-12-29 10:33:00
609,1,3,Office I,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0023 denied entry at Office I (door DOOR-F3-OfficeI),2025-12-29 10:36:00
610,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0062 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-29 11:14:00
611,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0022 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-29 11:14:00
612,1,3,Office G,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeG detected loitering (confidence 0.65),2025-12-29 11:29:00
613,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0038 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-29 13:03:00
614,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0039 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-29 13:32:00
615,1,2,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0078 denied entry at Storage (door DOOR-F2-Storage),2025-12-29 15:51:00
616,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0080 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-29 17:09:00
617,1,3,Office I,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeI detected loitering (confidence 0.78),2025-12-29 17:30:00
618,1,1,Storage,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F1-Storage detected tailgating (confidence 0.65),2025-12-30 06:32:00
619,1,3,Project Room,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-ProjectRoom detected tailgating (confidence 0.88),2025-12-30 06:49:00
620,1,2,Storage,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F2-Storage detected tailgating (confidence 0.87),2025-12-30 07:48:00
621,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0051 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-30 08:30:00
622,1,3,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0088 denied entry at Storage (door DOOR-F3-Storage),2025-12-30 08:32:00
623,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0086 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-30 09:28:00
624,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0083 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-30 09:40:00
625,1,3,Office I,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0052 denied entry at Office I (door DOOR-F3-OfficeI),2025-12-30 09:46:00
626,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0018 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-30 10:41:00
627,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0049 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-30 10:58:00
628,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0044 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-30 11:53:00
